55.3034582932257,0.72,0.63
74.1603070180478,0.64,0.587
195.153902814371,0.61,0.673
158.394861192856,0.47,0.501
528.115732648536,0.7,0.68
584.764671331108,0.56,0.57
80.9199957792894,0.64,0.568
38.7434492133932,0.72,0.744
189.836214942454,0.67,0.807
237.748587983342,0.63,0.823
244.09146937211,0.6,0.694
126.267812539545,0.65,0.539
197.929662314105,0.66,0.687
40.7536155726371,0.58,0.555
352.389748946043,0.61,0.705
75.9220024450901,0.66,0.654
158.106726657713,0.71,0.697
559.081055218329,0.54,0.44
356.735271906448,0.62,0.53
91.4037583632899,0.68,0.605
56.7973466471994,0.73,0.706
70.0480940677401,0.48,0.559
70.8452846830418,0.65,0.556
62.2135339834553,0.63,0.584
146.031704035029,0.62,0.574
564.594387388622,0.42,0.481
160.805924021547,0.65,0.668
110.725802574262,0.56,0.739
111.377557365657,0.64,0.718
405.76051259908,0.59,0.382
67.7676642964836,0.68,0.33
378.699096632164,0.62,0.819
181.361775590094,0.59,0.692
77.9317603631687,0.69,0.498
47.9802367472702,0.7,0.544
147.334927401074,0.66,0.581
184.904687217665,0.75,0.814
238.244921022317,0.6,0.62
84.4896395922526,0.63,0.597
939.609288483839,0.47,0.676
35.5396665025629,0.66,0.442
288.028613694987,0.58,0.668
171.071570044343,0.64,0.821
37.937651254075,0.82,0.373
324.77900782326,0.54,0.75
215.548987368353,0.57,0.722
207.715891514669,0.6,0.441
199.380246958533,0.72,0.678
90.6094760092383,0.66,0.582
229.44452210595,0.64,0.513
122.000302630419,0.67,0.724
498.986390702573,0.6,0.567
301.231329533456,0.61,0.653
184.22234261475,0.51,0.637
330.555156077423,0.46,0.603
62.1044993115202,0.7,0.62
580.652819842326,0.55,0.682
175.151400222112,0.62,0.609
50.4462483977149,0.79,0.486
197.81814971327,0.54,0.6
443.145733651846,0.53,0.643
185.514859717616,0.6,0.585
181.960782983378,0.67,0.809
54.2629570093538,0.71,0.676
287.212899973622,0.54,0.549
685.592018009393,0.55,0.61
256.786068461167,0.53,0.651
103.105913956525,0.61,0.518
200.254832777401,0.6,0.674
689.306706570851,0.58,0.745
220.471373423805,0.61,0.545
75.8253477415569,0.64,0.57
850.447192737162,0.54,0.858
668.476955001825,0.53,0.739
414.600545639579,0.54,0.692
171.632817887502,0.6,0.42
