55.3034582932257,0.63
74.1603070180478,0.587
195.153902814371,0.673
158.394861192856,0.501
528.115732648536,0.68
584.764671331108,0.57
80.9199957792894,0.568
38.7434492133932,0.744
189.836214942454,0.807
237.748587983342,0.823
244.09146937211,0.694
126.267812539545,0.539
197.929662314105,0.687
40.7536155726371,0.555
352.389748946043,0.705
75.9220024450901,0.654
158.106726657713,0.697
559.081055218329,0.44
356.735271906448,0.53
91.4037583632899,0.605
56.7973466471994,0.706
70.0480940677401,0.559
70.8452846830418,0.556
62.2135339834553,0.584
146.031704035029,0.574
564.594387388622,0.481
160.805924021547,0.668
110.725802574262,0.739
111.377557365657,0.718
405.76051259908,0.382
67.7676642964836,0.33
378.699096632164,0.819
181.361775590094,0.692
77.9317603631687,0.498
47.9802367472702,0.544
147.334927401074,0.581
184.904687217665,0.814
238.244921022317,0.62
84.4896395922526,0.597
939.609288483839,0.676
35.5396665025629,0.442
288.028613694987,0.668
171.071570044343,0.821
37.937651254075,0.373
324.77900782326,0.75
215.548987368353,0.722
207.715891514669,0.441
199.380246958533,0.678
90.6094760092383,0.582
229.44452210595,0.513
122.000302630419,0.724
498.986390702573,0.567
301.231329533456,0.653
184.22234261475,0.637
330.555156077423,0.603
62.1044993115202,0.62
580.652819842326,0.682
175.151400222112,0.609
50.4462483977149,0.486
197.81814971327,0.6
443.145733651846,0.643
185.514859717616,0.585
181.960782983378,0.809
54.2629570093538,0.676
287.212899973622,0.549
685.592018009393,0.61
256.786068461167,0.651
103.105913956525,0.518
200.254832777401,0.674
689.306706570851,0.745
220.471373423805,0.545
75.8253477415569,0.57
850.447192737162,0.858
668.476955001825,0.739
414.600545639579,0.692
171.632817887502,0.42
