85.68	1310.4
171.36	2620.8
1680	3120
10.5	19.5
0.0007	0.4251
0.7	13
4.2	13
4.2	39
0.7	1.3
1.26	6.5
1.022	2.873
0.00581	0.02873
0.119	7.67
1.4	2.6
0.00525	0.006825
1.75	3.25
8.4	93.6
8.4	93.6
3.5	6.5
14	26

